Checkpoint,Global Mean Bias,Per-token Mean Bias,Token Embedding Variability,Mean of RMS,Std of RMS
checkpoint-25000,1.519381046295166,0.0016925818054005504,0.07801859080791473,0.07799684256315231,0.007024853024631739
checkpoint-26000,1.5871928930282593,0.0016831530956551433,0.07928400486707687,0.07926065474748611,0.007002702448517084
checkpoint-27000,1.581546664237976,0.00170901941601187,0.07991345971822739,0.07989035546779633,0.007225066423416138
checkpoint-28000,1.621411919593811,0.001702933688648045,0.08079534769058228,0.08077111840248108,0.007320523727685213
checkpoint-29000,1.6868269443511963,0.0016852926928550005,0.08191893249750137,0.08189297467470169,0.007268119137734175
checkpoint-30000,1.7486927509307861,0.0016696692910045385,0.08309595286846161,0.08306831121444702,0.007268364075571299
checkpoint-31000,1.8063472509384155,0.0016538901254534721,0.08423879742622375,0.08420957624912262,0.007298825774341822
checkpoint-32000,1.7887330055236816,0.0016540712676942348,0.08441228419542313,0.08438300341367722,0.007422498892992735
checkpoint-33000,1.8504116535186768,0.0016327142948284745,0.08548301458358765,0.08545205742120743,0.007468518801033497
checkpoint-34000,1.903187870979309,0.0016141047235578299,0.08648715913295746,0.08645468205213547,0.007500235456973314
checkpoint-35000,1.9021499156951904,0.001622054143808782,0.0869520902633667,0.08691941201686859,0.0076118456199765205
checkpoint-36000,1.9534180164337158,0.0015921174781396985,0.08785826712846756,0.08782390505075455,0.007610855624079704
checkpoint-37000,1.99871826171875,0.001568578532896936,0.08873699605464935,0.08870116621255875,0.007638729177415371
checkpoint-38000,2.040858030319214,0.0015470709186047316,0.0895877555012703,0.08955051004886627,0.0076836152002215385
checkpoint-39000,2.012755870819092,0.0015585230430588126,0.08944032341241837,0.08940357714891434,0.0076759979128837585
checkpoint-40000,2.0236687660217285,0.0015548946103081107,0.08979161828756332,0.08975446224212646,0.007749261800199747
checkpoint-41000,2.066467046737671,0.0015265191905200481,0.09051398187875748,0.0904754102230072,0.007772059645503759
checkpoint-42000,2.105484962463379,0.0015012524090707302,0.09124700725078583,0.09120713919401169,0.007830120623111725
checkpoint-43000,2.105909585952759,0.0014848187565803528,0.0911848172545433,0.09114459156990051,0.007694191765040159
checkpoint-44000,2.130373954772949,0.0014853138709440827,0.09209948033094406,0.09205847978591919,0.00771581195294857
checkpoint-45000,2.1139869689941406,0.0014962663408368826,0.09199259430170059,0.09195200353860855,0.007750829216092825
checkpoint-46000,2.154444932937622,0.0014637394342571497,0.09265460819005966,0.09261257946491241,0.007789163384586573
checkpoint-47000,2.14730167388916,0.001475839875638485,0.0927460715174675,0.09270428121089935,0.007890133187174797
checkpoint-48000,2.1814210414886475,0.0014452053001150489,0.09327523410320282,0.09323223680257797,0.007919355295598507
checkpoint-49000,2.210376739501953,0.0014194305986166,0.09374750405550003,0.09370344132184982,0.007947961799800396
checkpoint-50000,2.199132204055786,0.0014396761544048786,0.09374947845935822,0.0937059074640274,0.007957871071994305
checkpoint-51000,2.2266247272491455,0.0014104098081588745,0.09412999451160431,0.09408542513847351,0.007983521558344364
checkpoint-52000,2.2504403591156006,0.0013881943887099624,0.0944867953658104,0.09444142132997513,0.008011659607291222
checkpoint-53000,2.2020740509033203,0.0014137332327663898,0.09357105940580368,0.09352710843086243,0.007504271809011698
checkpoint-54000,2.242004632949829,0.0013859581667929888,0.09430153667926788,0.09425630420446396,0.007606870960444212
checkpoint-55000,2.2216317653656006,0.0014123468426987529,0.09403262287378311,0.09398824721574783,0.007699021603912115
checkpoint-56000,2.249099016189575,0.0013892038259655237,0.09441962838172913,0.09437438100576401,0.00778204295784235
checkpoint-57000,2.2710580825805664,0.0013707453617826104,0.09474190324544907,0.09469597041606903,0.007833937183022499
checkpoint-58000,2.2518649101257324,0.0013808782678097486,0.09455901384353638,0.09451347589492798,0.00783840287476778
checkpoint-59000,2.276348352432251,0.0013569436268880963,0.09487776458263397,0.0948314443230629,0.007919933646917343
checkpoint-60000,2.267981767654419,0.001367891556583345,0.09482762962579727,0.09478157758712769,0.008070448413491249
checkpoint-61000,2.2897942066192627,0.001351204584352672,0.09513363987207413,0.0950869545340538,0.008124034851789474
checkpoint-62000,2.3071818351745605,0.0013370653614401817,0.09538043290376663,0.09533324092626572,0.008176274597644806
checkpoint-63000,2.2685787677764893,0.001358102890662849,0.09465226531028748,0.0946061834692955,0.008061958476901054
checkpoint-64000,2.3011062145233154,0.0013505789684131742,0.09533242881298065,0.09528558701276779,0.008154296316206455
