Checkpoint,Global Mean Bias,Per-token Mean Bias,Token Embedding Variability,Mean of RMS,Std of RMS
checkpoint-49000,1.3930944204330444,0.019184716045856476,0.2466488629579544,0.2468668669462204,0.038677673786878586
checkpoint-50000,1.511900782585144,0.02154986560344696,0.25099194049835205,0.25145334005355835,0.03794310986995697
checkpoint-51000,1.7633761167526245,0.02481740154325962,0.2625442147254944,0.2632685899734497,0.03791078180074692
checkpoint-52000,1.9823906421661377,0.028674107044935226,0.2734316289424896,0.2744942009449005,0.038475025445222855
checkpoint-53000,2.1147549152374268,0.033944837749004364,0.27953019738197327,0.28121596574783325,0.0389215312898159
checkpoint-54000,2.1626040935516357,0.03589779883623123,0.2808065116405487,0.28273043036460876,0.038625407963991165
checkpoint-55000,2.1580049991607666,0.03360408917069435,0.2792493402957916,0.2808404564857483,0.037747468799352646
checkpoint-56000,2.154327154159546,0.026926890015602112,0.2783421576023102,0.27907872200012207,0.03655994310975075
checkpoint-57000,2.052736282348633,0.019938617944717407,0.2741965055465698,0.2742350697517395,0.037457019090652466
checkpoint-58000,1.7535374164581299,0.015624623745679855,0.2610064446926117,0.2607254087924957,0.03913024812936783
checkpoint-59000,1.493162989616394,0.015157889574766159,0.249777689576149,0.24950027465820312,0.03914586454629898
checkpoint-60000,1.5255701541900635,0.015254851430654526,0.2504858076572418,0.2502037286758423,0.03755519911646843
checkpoint-61000,1.7337188720703125,0.01580253429710865,0.2596355378627777,0.2593443989753723,0.03620847687125206
checkpoint-62000,1.9714338779449463,0.016868948936462402,0.27155494689941406,0.2712806165218353,0.03600233793258667
checkpoint-63000,2.151113271713257,0.018012987449765205,0.2812750041484833,0.2810384929180145,0.036928337067365646
checkpoint-64000,2.2450125217437744,0.01893557421863079,0.285904198884964,0.285716712474823,0.037694092839956284
checkpoint-65000,2.291811466217041,0.0180615596473217,0.287244975566864,0.2869691252708435,0.03844260796904564
checkpoint-66000,2.1863842010498047,0.014462878927588463,0.2826693654060364,0.28213608264923096,0.038682326674461365
checkpoint-67000,1.8463197946548462,0.013814404606819153,0.268079936504364,0.2675841748714447,0.04035189747810364
checkpoint-68000,1.4638102054595947,0.01607663556933403,0.2515560984611511,0.25135576725006104,0.04106304049491882
checkpoint-69000,1.3245660066604614,0.016588563099503517,0.24540945887565613,0.2453000247478485,0.03997838497161865
checkpoint-70000,1.4887800216674805,0.015935827046632767,0.25182992219924927,0.2516164183616638,0.038108643144369125
checkpoint-71000,1.7684342861175537,0.015063737519085407,0.2643575370311737,0.2639889419078827,0.0370023213326931
checkpoint-72000,2.010084867477417,0.01498738769441843,0.27614471316337585,0.2757006883621216,0.03695390000939369
checkpoint-73000,2.1572704315185547,0.015712354332208633,0.2836305797100067,0.28321948647499084,0.037477269768714905
checkpoint-74000,2.212421417236328,0.01790451817214489,0.2861478924751282,0.2859190106391907,0.038371264934539795
checkpoint-75000,2.1883132457733154,0.019864868372678757,0.2844502031803131,0.2844332456588745,0.03908349946141243
checkpoint-76000,2.1222028732299805,0.01960427314043045,0.28017887473106384,0.280178040266037,0.038746427744627
checkpoint-77000,2.027390241622925,0.01945013925433159,0.2754991054534912,0.2755233645439148,0.038795191794633865
checkpoint-78000,1.786299228668213,0.01924774795770645,0.2650105357170105,0.26507580280303955,0.040734466165304184
checkpoint-79000,1.5096862316131592,0.01920163258910179,0.2536854147911072,0.2538207769393921,0.04144934192299843
checkpoint-80000,1.4335650205612183,0.019059518352150917,0.25093045830726624,0.25105398893356323,0.0401616171002388
checkpoint-81000,1.589906096458435,0.019028862938284874,0.2573401927947998,0.2573820650577545,0.03802545368671417
checkpoint-82000,1.8374176025390625,0.018781473860144615,0.26844310760498047,0.2683660089969635,0.03713856637477875
checkpoint-83000,2.0497891902923584,0.018342595547437668,0.2786564826965332,0.278473436832428,0.03757578507065773
checkpoint-84000,2.1700708866119385,0.017579102888703346,0.2842852771282196,0.28402259945869446,0.038418300449848175
checkpoint-85000,2.216411590576172,0.018443860113620758,0.2857884168624878,0.28561529517173767,0.03882693126797676
checkpoint-86000,2.204819679260254,0.021120194345712662,0.28476715087890625,0.28483402729034424,0.03893258050084114
checkpoint-87000,1.9642162322998047,0.023022161796689034,0.2741211950778961,0.2744310796260834,0.04069904983043671
checkpoint-88000,1.5768859386444092,0.022289250046014786,0.2569560706615448,0.25732681155204773,0.04138208553195
checkpoint-89000,1.3812335729599,0.019142748787999153,0.24864883720874786,0.24875657260417938,0.03967093676328659
checkpoint-90000,1.5257916450500488,0.015701763331890106,0.2542794644832611,0.25402677059173584,0.037913840264081955
checkpoint-91000,1.813073992729187,0.01391338836401701,0.26753827929496765,0.2670595049858093,0.03768068924546242
checkpoint-92000,2.0468881130218506,0.013536283746361732,0.2791740596294403,0.27859732508659363,0.03872297704219818
checkpoint-93000,2.1923234462738037,0.013961092568933964,0.28622451424598694,0.285634845495224,0.03965187817811966
checkpoint-94000,2.2765228748321533,0.014762163162231445,0.29001322388648987,0.28945767879486084,0.04024219140410423
checkpoint-95000,2.336153030395508,0.016040988266468048,0.2925098240375519,0.292032927274704,0.040896832942962646
checkpoint-96000,2.349261999130249,0.01784636452794075,0.29311254620552063,0.29277119040489197,0.04087023064494133
checkpoint-97000,2.3301680088043213,0.019622139632701874,0.29225966334342957,0.2920664846897125,0.04119894281029701
checkpoint-98000,2.3103830814361572,0.020811093971133232,0.2912856638431549,0.2911984622478485,0.04141591116786003
checkpoint-99000,2.3025386333465576,0.021303031593561172,0.29089000821113586,0.29084786772727966,0.041525837033987045
checkpoint-100000,2.3015947341918945,0.02137773111462593,0.29084542393684387,0.2908100187778473,0.04154406860470772
