Checkpoint,Global Mean Bias,Per-token Mean Bias,Token Embedding Variability,Mean of RMS,Std of RMS
checkpoint-71000,0.22635982930660248,0.0109407315030694,0.1626613885164261,0.16260874271392822,0.026129676029086113
checkpoint-72000,0.2318476289510727,0.010873740538954735,0.16239862143993378,0.16234107315540314,0.02608868107199669
checkpoint-73000,0.23689985275268555,0.010850486345589161,0.16273504495620728,0.162672758102417,0.026077650487422943
checkpoint-74000,0.2411511391401291,0.010803157463669777,0.16259795427322388,0.16253243386745453,0.02608117274940014
checkpoint-75000,0.24162156879901886,0.010826347395777702,0.16280941665172577,0.16274404525756836,0.026145223528146744
checkpoint-76000,0.24310517311096191,0.010872568003833294,0.16278289258480072,0.16272222995758057,0.026113314554095268
checkpoint-77000,0.24514445662498474,0.010948160663247108,0.16259276866912842,0.16254004836082458,0.026061367243528366
checkpoint-78000,0.24672983586788177,0.01096343994140625,0.16202671825885773,0.16197943687438965,0.02598671056330204
checkpoint-79000,0.24433697760105133,0.010983780026435852,0.16166847944259644,0.1616246998310089,0.025958670303225517
checkpoint-80000,0.23749035596847534,0.011001486331224442,0.16141876578330994,0.1613777130842209,0.026053564622998238
checkpoint-81000,0.2272000014781952,0.010986223816871643,0.16076506674289703,0.16072583198547363,0.026096519082784653
checkpoint-82000,0.2177087366580963,0.010966499336063862,0.1601613312959671,0.1601233184337616,0.026070859283208847
checkpoint-83000,0.21161501109600067,0.01095128245651722,0.1598309427499771,0.15979203581809998,0.026028292253613472
checkpoint-84000,0.20838768780231476,0.010910730808973312,0.15976206958293915,0.15971922874450684,0.025888416916131973
checkpoint-85000,0.21285592019557953,0.010909493081271648,0.1608177274465561,0.16076630353927612,0.025966502726078033
checkpoint-86000,0.2239651381969452,0.010774065740406513,0.16090016067028046,0.1608341485261917,0.02584642358124256
checkpoint-87000,0.23669983446598053,0.010709110647439957,0.1614169180393219,0.16134223341941833,0.025806406512856483
checkpoint-88000,0.24597643315792084,0.010671849362552166,0.16176065802574158,0.16167961061000824,0.02571938745677471
checkpoint-89000,0.2526283264160156,0.010679734870791435,0.16209423542022705,0.16201114654541016,0.02563953585922718
checkpoint-90000,0.25698190927505493,0.01073782704770565,0.1623745858669281,0.1622951328754425,0.02558666095137596
checkpoint-91000,0.2576800584793091,0.010806138627231121,0.1623886078596115,0.16231577098369598,0.025530366227030754
checkpoint-92000,0.2565634548664093,0.01082781795412302,0.16138020157814026,0.161316379904747,0.02547767199575901
checkpoint-93000,0.2563425600528717,0.010780435986816883,0.1597297340631485,0.15967409312725067,0.025424892082810402
checkpoint-94000,0.25784438848495483,0.010693191550672054,0.1576041430234909,0.1575552523136139,0.0253774244338274
checkpoint-95000,0.26337236166000366,0.010564811527729034,0.15524335205554962,0.1551988422870636,0.025362271815538406
checkpoint-96000,0.2753816843032837,0.010429097339510918,0.15303447842597961,0.15299218893051147,0.025353530421853065
checkpoint-97000,0.2946411967277527,0.010312569327652454,0.15142887830734253,0.15138618648052216,0.025373032316565514
checkpoint-98000,0.31523481011390686,0.010207850486040115,0.1502556949853897,0.150210902094841,0.02538696676492691
checkpoint-99000,0.3253065049648285,0.01014705840498209,0.14960220456123352,0.14955580234527588,0.025365976616740227
checkpoint-100000,0.32667678594589233,0.010137179866433144,0.1494877189397812,0.14944110810756683,0.02536032348871231
