"train/global_step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - train/loss","MIN","MAX"
"30488","30487","30487","30487","3.0995","3.0995","3.0995"
"30509","30508","30508","30508","3.1233","3.1233","3.1233"
"30555","30554","30554","30554","3.0921","3.0921","3.0921"
"30566","30565","30565","30565","3.0734","3.0734","3.0734"
"30567","30566","30566","30566","3.1002","3.1002","3.1002"
"30582","30581","30581","30581","3.1021","3.1021","3.1021"
"30595","30594","30594","30594","3.1078","3.1078","3.1078"
"30596","30595","30595","30595","3.1264","3.1264","3.1264"
"30612","30611","30611","30611","3.0686","3.0686","3.0686"
"30617","30616","30616","30616","3.0879","3.0879","3.0879"
"30635","30634","30634","30634","3.1062","3.1062","3.1062"
"30640","30639","30639","30639","3.1116","3.1116","3.1116"
"30643","30642","30642","30642","3.1018","3.1018","3.1018"
"30645","30644","30644","30644","3.0857","3.0857","3.0857"
"30650","30649","30649","30649","3.0894","3.0894","3.0894"
"30658","30657","30657","30657","3.115","3.115","3.115"
"30669","30668","30668","30668","3.076","3.076","3.076"
"30674","30673","30673","30673","3.1178","3.1178","3.1178"
"30676","30675","30675","30675","3.0915","3.0915","3.0915"
"30679","30678","30678","30678","3.0883","3.0883","3.0883"
"30697","30696","30696","30696","3.097","3.097","3.097"
"30710","30709","30709","30709","3.091","3.091","3.091"
"30730","30729","30729","30729","3.0674","3.0674","3.0674"
"30732","30731","30731","30731","3.0448","3.0448","3.0448"
"30734","30733","30733","30733","3.1005","3.1005","3.1005"
"30735","30734","30734","30734","3.0947","3.0947","3.0947"
"30743","30742","30742","30742","3.0997","3.0997","3.0997"
"30771","30770","30770","30770","3.069","3.069","3.069"
"30773","30772","30772","30772","3.082","3.082","3.082"
"30781","30780","30780","30780","3.0717","3.0717","3.0717"
"30793","30792","30792","30792","3.1173","3.1173","3.1173"
"30798","30797","30797","30797","3.0888","3.0888","3.0888"
"30801","30800","30800","30800","3.0972","3.0972","3.0972"
"30812","30811","30811","30811","3.1259","3.1259","3.1259"
"30819","30818","30818","30818","3.0933","3.0933","3.0933"
"30823","30822","30822","30822","3.099","3.099","3.099"
"30850","30849","30849","30849","3.0894","3.0894","3.0894"
"30852","30851","30851","30851","3.077","3.077","3.077"
"30853","30852","30852","30852","3.0858","3.0858","3.0858"
"30855","30854","30854","30854","3.0801","3.0801","3.0801"
"30856","30855","30855","30855","3.0669","3.0669","3.0669"
"30858","30857","30857","30857","3.0699","3.0699","3.0699"
"30878","30877","30877","30877","3.0746","3.0746","3.0746"
"30881","30880","30880","30880","3.0866","3.0866","3.0866"
"30883","30882","30882","30882","3.0858","3.0858","3.0858"
"30891","30890","30890","30890","3.1062","3.1062","3.1062"
"30900","30899","30899","30899","3.0931","3.0931","3.0931"
"30906","30905","30905","30905","3.0867","3.0867","3.0867"
"30926","30925","30925","30925","3.0862","3.0862","3.0862"
"30939","30938","30938","30938","3.0911","3.0911","3.0911"
"30940","30939","30939","30939","3.087","3.087","3.087"
"30948","30947","30947","30947","3.0802","3.0802","3.0802"
"30954","30953","30953","30953","3.0965","3.0965","3.0965"
"30982","30981","30981","30981","3.1147","3.1147","3.1147"
"30992","30991","30991","30991","3.0954","3.0954","3.0954"
"31010","31009","31009","31009","3.0795","3.0795","3.0795"
"31023","31022","31022","31022","3.0706","3.0706","3.0706"
"31031","31030","31030","31030","3.1118","3.1118","3.1118"
"31037","31036","31036","31036","3.105","3.105","3.105"
"31044","31043","31043","31043","3.0918","3.0918","3.0918"
"31047","31046","31046","31046","3.0875","3.0875","3.0875"
"31064","31063","31063","31063","3.0932","3.0932","3.0932"
"31074","31073","31073","31073","3.0864","3.0864","3.0864"
"31081","31080","31080","31080","3.083","3.083","3.083"
"31091","31090","31090","31090","3.1305","3.1305","3.1305"
"31105","31104","31104","31104","3.0589","3.0589","3.0589"
"31108","31107","31107","31107","3.0681","3.0681","3.0681"
"31116","31115","31115","31115","3.0808","3.0808","3.0808"
"31124","31123","31123","31123","3.1023","3.1023","3.1023"
"31131","31130","31130","31130","3.084","3.084","3.084"
"31156","31155","31155","31155","3.0823","3.0823","3.0823"
"31163","31162","31162","31162","3.0861","3.0861","3.0861"
"31176","31175","31175","31175","3.0959","3.0959","3.0959"
"31180","31179","31179","31179","3.0675","3.0675","3.0675"
"31194","31193","31193","31193","3.1118","3.1118","3.1118"
"31201","31200","31200","31200","3.0952","3.0952","3.0952"
"31245","31244","31244","31244","3.0802","3.0802","3.0802"
"31246","31245","31245","31245","3.0871","3.0871","3.0871"
"31248","31247","31247","31247","3.0855","3.0855","3.0855"
"31259","31258","31258","31258","3.1124","3.1124","3.1124"
"31260","31259","31259","31259","3.0777","3.0777","3.0777"
"31264","31263","31263","31263","3.0939","3.0939","3.0939"
"31275","31274","31274","31274","3.0919","3.0919","3.0919"
"31282","31281","31281","31281","3.0825","3.0825","3.0825"
"31338","31337","31337","31337","3.0758","3.0758","3.0758"
"31353","31352","31352","31352","3.0849","3.0849","3.0849"
"31354","31353","31353","31353","3.0722","3.0722","3.0722"
"31372","31371","31371","31371","3.1161","3.1161","3.1161"
"31384","31383","31383","31383","3.0873","3.0873","3.0873"
"31390","31389","31389","31389","3.0995","3.0995","3.0995"
"31392","31391","31391","31391","3.0838","3.0838","3.0838"
"31394","31393","31393","31393","3.0988","3.0988","3.0988"
"31408","31407","31407","31407","3.098","3.098","3.098"
"31413","31412","31412","31412","3.0582","3.0582","3.0582"
"31416","31415","31415","31415","3.0854","3.0854","3.0854"
"31420","31419","31419","31419","3.0686","3.0686","3.0686"
"31430","31429","31429","31429","3.101","3.101","3.101"
"31436","31435","31435","31435","3.0895","3.0895","3.0895"
"31437","31436","31436","31436","3.101","3.101","3.101"
"31440","31439","31439","31439","3.0874","3.0874","3.0874"
"31481","31480","31480","31480","3.052","3.052","3.052"
"31494","31493","31493","31493","3.0826","3.0826","3.0826"
"31531","31530","31530","31530","3.0937","3.0937","3.0937"
"31538","31537","31537","31537","3.0727","3.0727","3.0727"
"31545","31544","31544","31544","3.0817","3.0817","3.0817"
"31552","31551","31551","31551","3.0734","3.0734","3.0734"
"31562","31561","31561","31561","3.0893","3.0893","3.0893"
"31572","31571","31571","31571","3.0751","3.0751","3.0751"
"31575","31574","31574","31574","3.0785","3.0785","3.0785"
"31578","31577","31577","31577","3.0554","3.0554","3.0554"
"31584","31583","31583","31583","3.0765","3.0765","3.0765"
"31613","31612","31612","31612","3.0872","3.0872","3.0872"
"31621","31620","31620","31620","3.0849","3.0849","3.0849"
"31635","31634","31634","31634","3.0993","3.0993","3.0993"
"31636","31635","31635","31635","3.0902","3.0902","3.0902"
"31643","31642","31642","31642","3.0892","3.0892","3.0892"
"31644","31643","31643","31643","3.0845","3.0845","3.0845"
"31649","31648","31648","31648","3.0722","3.0722","3.0722"
"31658","31657","31657","31657","3.1062","3.1062","3.1062"
"31665","31664","31664","31664","3.0804","3.0804","3.0804"
"31677","31676","31676","31676","3.0757","3.0757","3.0757"
"31680","31679","31679","31679","3.0925","3.0925","3.0925"
"31698","31697","31697","31697","3.0945","3.0945","3.0945"
"31699","31698","31698","31698","3.1124","3.1124","3.1124"
"31717","31716","31716","31716","3.0755","3.0755","3.0755"
"31720","31719","31719","31719","3.0725","3.0725","3.0725"
"31721","31720","31720","31720","3.0926","3.0926","3.0926"
"31731","31730","31730","31730","3.0974","3.0974","3.0974"
"31747","31746","31746","31746","3.0478","3.0478","3.0478"
"31748","31747","31747","31747","3.0796","3.0796","3.0796"
"31764","31763","31763","31763","3.0995","3.0995","3.0995"
"31771","31770","31770","31770","3.0775","3.0775","3.0775"
"31777","31776","31776","31776","3.0734","3.0734","3.0734"
"31786","31785","31785","31785","3.0751","3.0751","3.0751"
"31797","31796","31796","31796","3.0755","3.0755","3.0755"
"31798","31797","31797","31797","3.1182","3.1182","3.1182"
"31807","31806","31806","31806","3.0894","3.0894","3.0894"
"31812","31811","31811","31811","3.093","3.093","3.093"
"31838","31837","31837","31837","3.0726","3.0726","3.0726"
"31842","31841","31841","31841","3.0866","3.0866","3.0866"
"31847","31846","31846","31846","3.0711","3.0711","3.0711"
"31851","31850","31850","31850","3.0851","3.0851","3.0851"
"31871","31870","31870","31870","3.0774","3.0774","3.0774"
"31880","31879","31879","31879","3.1026","3.1026","3.1026"
"31883","31882","31882","31882","3.0808","3.0808","3.0808"
"31905","31904","31904","31904","3.0751","3.0751","3.0751"
"31918","31917","31917","31917","3.0914","3.0914","3.0914"
"31921","31920","31920","31920","3.0707","3.0707","3.0707"
"31929","31928","31928","31928","3.0593","3.0593","3.0593"
"31942","31941","31941","31941","3.0847","3.0847","3.0847"
"31945","31944","31944","31944","3.0826","3.0826","3.0826"
"31947","31946","31946","31946","3.0811","3.0811","3.0811"
"31948","31947","31947","31947","3.0571","3.0571","3.0571"
"31952","31951","31951","31951","3.07","3.07","3.07"
"31958","31957","31957","31957","3.0778","3.0778","3.0778"
"31961","31960","31960","31960","3.1046","3.1046","3.1046"
"32010","32009","32009","32009","3.1074","3.1074","3.1074"
"32012","32011","32011","32011","3.1005","3.1005","3.1005"
"32013","32012","32012","32012","3.0961","3.0961","3.0961"
"32016","32015","32015","32015","3.0898","3.0898","3.0898"
"32029","32028","32028","32028","3.0865","3.0865","3.0865"
"32049","32048","32048","32048","3.0803","3.0803","3.0803"
"32050","32049","32049","32049","3.0805","3.0805","3.0805"
"32051","32050","32050","32050","3.0846","3.0846","3.0846"
"32059","32058","32058","32058","3.0725","3.0725","3.0725"
"32064","32063","32063","32063","3.0912","3.0912","3.0912"
"32066","32065","32065","32065","3.0784","3.0784","3.0784"
"32067","32066","32066","32066","3.0929","3.0929","3.0929"
"32070","32069","32069","32069","3.0609","3.0609","3.0609"
"32071","32070","32070","32070","3.0856","3.0856","3.0856"
"32092","32091","32091","32091","3.092","3.092","3.092"
"32100","32099","32099","32099","3.0865","3.0865","3.0865"
"32115","32114","32114","32114","3.0774","3.0774","3.0774"
"32123","32122","32122","32122","3.0582","3.0582","3.0582"
"32134","32133","32133","32133","3.0789","3.0789","3.0789"
"32159","32158","32158","32158","3.0645","3.0645","3.0645"
"32174","32173","32173","32173","3.0893","3.0893","3.0893"
"32191","32190","32190","32190","3.093","3.093","3.093"
"32197","32196","32196","32196","3.0995","3.0995","3.0995"
"32221","32220","32220","32220","3.0722","3.0722","3.0722"
"32222","32221","32221","32221","3.0878","3.0878","3.0878"
"32249","32248","32248","32248","3.0541","3.0541","3.0541"
"32253","32252","32252","32252","3.0936","3.0936","3.0936"
"32263","32262","32262","32262","3.0865","3.0865","3.0865"
"32266","32265","32265","32265","3.0862","3.0862","3.0862"
"32273","32272","32272","32272","3.0768","3.0768","3.0768"
"32282","32281","32281","32281","3.1066","3.1066","3.1066"
"32305","32304","32304","32304","3.0953","3.0953","3.0953"
"32316","32315","32315","32315","3.097","3.097","3.097"
"32318","32317","32317","32317","3.0839","3.0839","3.0839"
"32325","32324","32324","32324","3.0471","3.0471","3.0471"
"32336","32335","32335","32335","3.1136","3.1136","3.1136"
"32341","32340","32340","32340","3.0728","3.0728","3.0728"
"32345","32344","32344","32344","3.0875","3.0875","3.0875"
"32353","32352","32352","32352","3.0736","3.0736","3.0736"
"32376","32375","32375","32375","3.0544","3.0544","3.0544"
"32386","32385","32385","32385","3.0781","3.0781","3.0781"
"32401","32400","32400","32400","3.0785","3.0785","3.0785"
"32421","32420","32420","32420","3.0867","3.0867","3.0867"
"32431","32430","32430","32430","3.0863","3.0863","3.0863"
"32439","32438","32438","32438","3.0652","3.0652","3.0652"
"32449","32448","32448","32448","3.0848","3.0848","3.0848"
"32450","32449","32449","32449","3.0718","3.0718","3.0718"
"32455","32454","32454","32454","3.1177","3.1177","3.1177"
"32457","32456","32456","32456","3.0991","3.0991","3.0991"
"32463","32462","32462","32462","3.0629","3.0629","3.0629"
"32470","32469","32469","32469","3.0733","3.0733","3.0733"
"32476","32475","32475","32475","3.0694","3.0694","3.0694"
"32477","32476","32476","32476","3.0935","3.0935","3.0935"
"32490","32489","32489","32489","3.0857","3.0857","3.0857"
"32491","32490","32490","32490","3.1069","3.1069","3.1069"
"32503","32502","32502","32502","3.0938","3.0938","3.0938"
"32504","32503","32503","32503","3.0696","3.0696","3.0696"
"32524","32523","32523","32523","3.097","3.097","3.097"
"32533","32532","32532","32532","3.0706","3.0706","3.0706"
"32536","32535","32535","32535","3.082","3.082","3.082"
"32553","32552","32552","32552","3.0675","3.0675","3.0675"
"32554","32553","32553","32553","3.0859","3.0859","3.0859"
"32555","32554","32554","32554","3.0761","3.0761","3.0761"
"32572","32571","32571","32571","3.0695","3.0695","3.0695"
"32577","32576","32576","32576","3.0519","3.0519","3.0519"
"32585","32584","32584","32584","3.0719","3.0719","3.0719"
"32600","32599","32599","32599","3.0962","3.0962","3.0962"
"32603","32602","32602","32602","3.0746","3.0746","3.0746"
"32606","32605","32605","32605","3.0835","3.0835","3.0835"
"32620","32619","32619","32619","3.0614","3.0614","3.0614"
"32624","32623","32623","32623","3.1062","3.1062","3.1062"
"32640","32639","32639","32639","3.0824","3.0824","3.0824"
"32643","32642","32642","32642","3.1062","3.1062","3.1062"
"32648","32647","32647","32647","3.0929","3.0929","3.0929"
"32661","32660","32660","32660","3.0695","3.0695","3.0695"
"32672","32671","32671","32671","3.0657","3.0657","3.0657"
"32687","32686","32686","32686","3.0962","3.0962","3.0962"
"32691","32690","32690","32690","3.0654","3.0654","3.0654"
"32692","32691","32691","32691","3.0788","3.0788","3.0788"
"32701","32700","32700","32700","3.0338","3.0338","3.0338"
"32721","32720","32720","32720","3.0599","3.0599","3.0599"
"32723","32722","32722","32722","3.0506","3.0506","3.0506"
"32725","32724","32724","32724","3.085","3.085","3.085"
"32726","32725","32725","32725","3.1046","3.1046","3.1046"
"32730","32729","32729","32729","3.0666","3.0666","3.0666"
"32732","32731","32731","32731","3.0599","3.0599","3.0599"
"32735","32734","32734","32734","3.0926","3.0926","3.0926"
"32740","32739","32739","32739","3.0869","3.0869","3.0869"
"32741","32740","32740","32740","3.0772","3.0772","3.0772"
"32746","32745","32745","32745","3.0635","3.0635","3.0635"
"32761","32760","32760","32760","3.0892","3.0892","3.0892"
"32768","32767","32767","32767","3.0739","3.0739","3.0739"
"32789","32788","32788","32788","3.0863","3.0863","3.0863"
"32792","32791","32791","32791","3.0722","3.0722","3.0722"
"32796","32795","32795","32795","3.0792","3.0792","3.0792"
"32799","32798","32798","32798","3.0676","3.0676","3.0676"
"32800","32799","32799","32799","3.0582","3.0582","3.0582"
"32806","32805","32805","32805","3.0806","3.0806","3.0806"
"32822","32821","32821","32821","3.076","3.076","3.076"
"32843","32842","32842","32842","3.0582","3.0582","3.0582"
"32852","32851","32851","32851","3.0446","3.0446","3.0446"
"32855","32854","32854","32854","3.0613","3.0613","3.0613"
"32861","32860","32860","32860","3.024","3.024","3.024"
"32876","32875","32875","32875","3.0675","3.0675","3.0675"
"32902","32901","32901","32901","3.0664","3.0664","3.0664"
"32910","32909","32909","32909","3.0695","3.0695","3.0695"
"32935","32934","32934","32934","3.068","3.068","3.068"
"32954","32953","32953","32953","3.0424","3.0424","3.0424"
"32957","32956","32956","32956","3.0549","3.0549","3.0549"
"32959","32958","32958","32958","3.0606","3.0606","3.0606"
"32973","32972","32972","32972","3.0648","3.0648","3.0648"
"32975","32974","32974","32974","3.0769","3.0769","3.0769"
"32979","32978","32978","32978","3.0875","3.0875","3.0875"
"33021","33020","33020","33020","3.0752","3.0752","3.0752"
"33032","33031","33031","33031","3.0626","3.0626","3.0626"
"33033","33032","33032","33032","3.059","3.059","3.059"
"33067","33066","33066","33066","3.0978","3.0978","3.0978"
"33085","33084","33084","33084","3.0739","3.0739","3.0739"
"33100","33099","33099","33099","3.0756","3.0756","3.0756"
"33123","33122","33122","33122","3.0686","3.0686","3.0686"
"33134","33133","33133","33133","3.0836","3.0836","3.0836"
"33142","33141","33141","33141","3.0846","3.0846","3.0846"
"33175","33174","33174","33174","3.072","3.072","3.072"
"33194","33193","33193","33193","3.0784","3.0784","3.0784"
"33201","33200","33200","33200","3.0969","3.0969","3.0969"
"33216","33215","33215","33215","3.0543","3.0543","3.0543"
"33222","33221","33221","33221","3.0843","3.0843","3.0843"
"33227","33226","33226","33226","3.1001","3.1001","3.1001"
"33233","33232","33232","33232","3.0789","3.0789","3.0789"
"33236","33235","33235","33235","3.1102","3.1102","3.1102"
"33239","33238","33238","33238","3.0847","3.0847","3.0847"
