"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - train/loss","MIN","MAX"
"75255","75254","75254","75254","3.062","3.062","3.062"
"75270","75269","75269","75269","3.0752","3.0752","3.0752"
"75285","75284","75284","75284","3.0672","3.0672","3.0672"
"75316","75315","75315","75315","3.0533","3.0533","3.0533"
"75318","75317","75317","75317","3.0532","3.0532","3.0532"
"75339","75338","75338","75338","3.0564","3.0564","3.0564"
"75345","75344","75344","75344","3.0746","3.0746","3.0746"
"75349","75348","75348","75348","3.0773","3.0773","3.0773"
"75353","75352","75352","75352","3.0826","3.0826","3.0826"
"75358","75357","75357","75357","3.0372","3.0372","3.0372"
"75359","75358","75358","75358","3.0426","3.0426","3.0426"
"75369","75368","75368","75368","3.0483","3.0483","3.0483"
"75374","75373","75373","75373","3.0829","3.0829","3.0829"
"75377","75376","75376","75376","3.0524","3.0524","3.0524"
"75385","75384","75384","75384","3.0169","3.0169","3.0169"
"75390","75389","75389","75389","3.0528","3.0528","3.0528"
"75391","75390","75390","75390","3.0324","3.0324","3.0324"
"75397","75396","75396","75396","3.0596","3.0596","3.0596"
"75437","75436","75436","75436","3.0633","3.0633","3.0633"
"75438","75437","75437","75437","3.0598","3.0598","3.0598"
"75446","75445","75445","75445","3.0543","3.0543","3.0543"
"75457","75456","75456","75456","3.0489","3.0489","3.0489"
"75464","75463","75463","75463","3.0649","3.0649","3.0649"
"75465","75464","75464","75464","3.0876","3.0876","3.0876"
"75481","75480","75480","75480","3.0382","3.0382","3.0382"
"75489","75488","75488","75488","3.0575","3.0575","3.0575"
"75504","75503","75503","75503","3.0359","3.0359","3.0359"
"75511","75510","75510","75510","3.0696","3.0696","3.0696"
"75512","75511","75511","75511","3.0668","3.0668","3.0668"
"75513","75512","75512","75512","3.0505","3.0505","3.0505"
"75522","75521","75521","75521","3.0428","3.0428","3.0428"
"75524","75523","75523","75523","3.0586","3.0586","3.0586"
"75525","75524","75524","75524","3.0613","3.0613","3.0613"
"75546","75545","75545","75545","3.0475","3.0475","3.0475"
"75561","75560","75560","75560","3.0426","3.0426","3.0426"
"75577","75576","75576","75576","3.0442","3.0442","3.0442"
"75579","75578","75578","75578","3.0605","3.0605","3.0605"
"75586","75585","75585","75585","3.0422","3.0422","3.0422"
"75607","75606","75606","75606","3.0581","3.0581","3.0581"
"75609","75608","75608","75608","3.0524","3.0524","3.0524"
"75610","75609","75609","75609","3.0548","3.0548","3.0548"
"75611","75610","75610","75610","3.0231","3.0231","3.0231"
"75619","75618","75618","75618","3.0324","3.0324","3.0324"
"75621","75620","75620","75620","3.0065","3.0065","3.0065"
"75634","75633","75633","75633","3.0351","3.0351","3.0351"
"75668","75667","75667","75667","3.0633","3.0633","3.0633"
"75673","75672","75672","75672","3.0447","3.0447","3.0447"
"75679","75678","75678","75678","3.0437","3.0437","3.0437"
"75689","75688","75688","75688","3.0591","3.0591","3.0591"
"75693","75692","75692","75692","3.0564","3.0564","3.0564"
"75703","75702","75702","75702","3.0589","3.0589","3.0589"
"75704","75703","75703","75703","3.056","3.056","3.056"
"75717","75716","75716","75716","3.0595","3.0595","3.0595"
"75732","75731","75731","75731","3.056","3.056","3.056"
"75735","75734","75734","75734","3.0343","3.0343","3.0343"
"75745","75744","75744","75744","3.0475","3.0475","3.0475"
"75760","75759","75759","75759","3.0328","3.0328","3.0328"
"75781","75780","75780","75780","3.0205","3.0205","3.0205"
"75798","75797","75797","75797","3.0381","3.0381","3.0381"
"75800","75799","75799","75799","3.0707","3.0707","3.0707"
"75802","75801","75801","75801","3.0543","3.0543","3.0543"
"75840","75839","75839","75839","3.0581","3.0581","3.0581"
"75866","75865","75865","75865","3.0664","3.0664","3.0664"
"75881","75880","75880","75880","3.0565","3.0565","3.0565"
"75882","75881","75881","75881","3.061","3.061","3.061"
"75886","75885","75885","75885","3.0336","3.0336","3.0336"
"75896","75895","75895","75895","3.064","3.064","3.064"
"75900","75899","75899","75899","3.0373","3.0373","3.0373"
"75913","75912","75912","75912","3.0466","3.0466","3.0466"
"75925","75924","75924","75924","3.0729","3.0729","3.0729"
"75936","75935","75935","75935","3.0075","3.0075","3.0075"
"75963","75962","75962","75962","3.0445","3.0445","3.0445"
"75968","75967","75967","75967","3.0791","3.0791","3.0791"
"75974","75973","75973","75973","3.0409","3.0409","3.0409"
"75990","75989","75989","75989","3.0489","3.0489","3.0489"
"75991","75990","75990","75990","3.0618","3.0618","3.0618"
"76029","76028","76028","76028","3.0535","3.0535","3.0535"
"76037","76036","76036","76036","3.0454","3.0454","3.0454"
"76051","76050","76050","76050","3.046","3.046","3.046"
"76058","76057","76057","76057","3.0481","3.0481","3.0481"
"76060","76059","76059","76059","3.033","3.033","3.033"
"76075","76074","76074","76074","3.0554","3.0554","3.0554"
"76081","76080","76080","76080","3.018","3.018","3.018"
"76087","76086","76086","76086","3.0712","3.0712","3.0712"
"76101","76100","76100","76100","3.0531","3.0531","3.0531"
"76113","76112","76112","76112","3.0426","3.0426","3.0426"
"76114","76113","76113","76113","3.0304","3.0304","3.0304"
"76116","76115","76115","76115","3.0459","3.0459","3.0459"
"76134","76133","76133","76133","3.0447","3.0447","3.0447"
"76141","76140","76140","76140","3.0459","3.0459","3.0459"
"76160","76159","76159","76159","3.0514","3.0514","3.0514"
"76166","76165","76165","76165","3.034","3.034","3.034"
"76177","76176","76176","76176","3.064","3.064","3.064"
"76182","76181","76181","76181","3.0314","3.0314","3.0314"
"76205","76204","76204","76204","3.055","3.055","3.055"
"76233","76232","76232","76232","3.0499","3.0499","3.0499"
"76238","76237","76237","76237","3.0491","3.0491","3.0491"
"76249","76248","76248","76248","3.047","3.047","3.047"
"76250","76249","76249","76249","3.0449","3.0449","3.0449"
"76262","76261","76261","76261","3.0761","3.0761","3.0761"
"76283","76282","76282","76282","3.0425","3.0425","3.0425"
"76287","76286","76286","76286","3.0382","3.0382","3.0382"
"76288","76287","76287","76287","3.0472","3.0472","3.0472"
"76307","76306","76306","76306","3.0904","3.0904","3.0904"
"76331","76330","76330","76330","3.0429","3.0429","3.0429"
"76342","76341","76341","76341","3.0505","3.0505","3.0505"
"76346","76345","76345","76345","3.055","3.055","3.055"
"76350","76349","76349","76349","3.0546","3.0546","3.0546"
"76353","76352","76352","76352","3.0473","3.0473","3.0473"
"76364","76363","76363","76363","3.0221","3.0221","3.0221"
"76367","76366","76366","76366","3.0509","3.0509","3.0509"
"76374","76373","76373","76373","3.0626","3.0626","3.0626"
"76379","76378","76378","76378","3.053","3.053","3.053"
"76385","76384","76384","76384","3.0522","3.0522","3.0522"
"76389","76388","76388","76388","3.0752","3.0752","3.0752"
"76399","76398","76398","76398","3.039","3.039","3.039"
"76401","76400","76400","76400","3.0596","3.0596","3.0596"
"76406","76405","76405","76405","3.0394","3.0394","3.0394"
"76409","76408","76408","76408","3.0718","3.0718","3.0718"
"76416","76415","76415","76415","3.0731","3.0731","3.0731"
"76423","76422","76422","76422","3.0484","3.0484","3.0484"
"76424","76423","76423","76423","3.0489","3.0489","3.0489"
"76439","76438","76438","76438","3.047","3.047","3.047"
"76446","76445","76445","76445","3.0496","3.0496","3.0496"
"76449","76448","76448","76448","3.0582","3.0582","3.0582"
"76466","76465","76465","76465","3.0397","3.0397","3.0397"
"76471","76470","76470","76470","3.0529","3.0529","3.0529"
"76472","76471","76471","76471","3.0442","3.0442","3.0442"
"76480","76479","76479","76479","3.0429","3.0429","3.0429"
"76482","76481","76481","76481","3.0505","3.0505","3.0505"
"76493","76492","76492","76492","3.0918","3.0918","3.0918"
"76503","76502","76502","76502","3.0543","3.0543","3.0543"
"76507","76506","76506","76506","3.0402","3.0402","3.0402"
"76512","76511","76511","76511","3.0596","3.0596","3.0596"
"76523","76522","76522","76522","3.0114","3.0114","3.0114"
"76524","76523","76523","76523","3.0328","3.0328","3.0328"
"76548","76547","76547","76547","3.0447","3.0447","3.0447"
"76549","76548","76548","76548","3.0647","3.0647","3.0647"
"76555","76554","76554","76554","3.0625","3.0625","3.0625"
"76557","76556","76556","76556","3.0617","3.0617","3.0617"
"76562","76561","76561","76561","3.0338","3.0338","3.0338"
"76610","76609","76609","76609","3.0654","3.0654","3.0654"
"76622","76621","76621","76621","3.03","3.03","3.03"
"76632","76631","76631","76631","3.0368","3.0368","3.0368"
"76633","76632","76632","76632","3.043","3.043","3.043"
"76638","76637","76637","76637","3.0462","3.0462","3.0462"
"76639","76638","76638","76638","3.0563","3.0563","3.0563"
"76647","76646","76646","76646","3.0564","3.0564","3.0564"
"76654","76653","76653","76653","3.0533","3.0533","3.0533"
"76672","76671","76671","76671","3.0125","3.0125","3.0125"
"76685","76684","76684","76684","3.0519","3.0519","3.0519"
"76697","76696","76696","76696","3.051","3.051","3.051"
"76726","76725","76725","76725","3.0699","3.0699","3.0699"
"76732","76731","76731","76731","3.0376","3.0376","3.0376"
"76743","76742","76742","76742","3.0428","3.0428","3.0428"
"76767","76766","76766","76766","3.0612","3.0612","3.0612"
"76774","76773","76773","76773","3.0619","3.0619","3.0619"
"76776","76775","76775","76775","3.0423","3.0423","3.0423"
"76799","76798","76798","76798","3.062","3.062","3.062"
"76805","76804","76804","76804","3.0589","3.0589","3.0589"
"76824","76823","76823","76823","3.046","3.046","3.046"
"76828","76827","76827","76827","3.047","3.047","3.047"
"76833","76832","76832","76832","3.036","3.036","3.036"
"76841","76840","76840","76840","3.0392","3.0392","3.0392"
"76842","76841","76841","76841","3.0684","3.0684","3.0684"
"76847","76846","76846","76846","3.0651","3.0651","3.0651"
"76854","76853","76853","76853","3.0528","3.0528","3.0528"
"76856","76855","76855","76855","3.0248","3.0248","3.0248"
"76857","76856","76856","76856","3.0458","3.0458","3.0458"
"76887","76886","76886","76886","3.027","3.027","3.027"
"76907","76906","76906","76906","3.0444","3.0444","3.0444"
"76908","76907","76907","76907","3.0569","3.0569","3.0569"
"76909","76908","76908","76908","3.0467","3.0467","3.0467"
"76925","76924","76924","76924","3.0552","3.0552","3.0552"
"76928","76927","76927","76927","3.038","3.038","3.038"
"76936","76935","76935","76935","3.0563","3.0563","3.0563"
"76944","76943","76943","76943","3.0336","3.0336","3.0336"
"76946","76945","76945","76945","3.0503","3.0503","3.0503"
"76964","76963","76963","76963","3.0498","3.0498","3.0498"
"76965","76964","76964","76964","3.0168","3.0168","3.0168"
"76974","76973","76973","76973","3.0704","3.0704","3.0704"
"76977","76976","76976","76976","3.0399","3.0399","3.0399"
"76982","76981","76981","76981","3.041","3.041","3.041"
"76990","76989","76989","76989","3.0819","3.0819","3.0819"
"76993","76992","76992","76992","3.0045","3.0045","3.0045"
"76996","76995","76995","76995","3.0565","3.0565","3.0565"
"77019","77018","77018","77018","3.0339","3.0339","3.0339"
"77046","77045","77045","77045","3.0571","3.0571","3.0571"
"77049","77048","77048","77048","3.0527","3.0527","3.0527"
"77052","77051","77051","77051","3.0491","3.0491","3.0491"
"77069","77068","77068","77068","3.04","3.04","3.04"
"77077","77076","77076","77076","3.0534","3.0534","3.0534"
"77102","77101","77101","77101","3.0367","3.0367","3.0367"
"77111","77110","77110","77110","3.0506","3.0506","3.0506"
"77115","77114","77114","77114","3.0522","3.0522","3.0522"
"77128","77127","77127","77127","3.0613","3.0613","3.0613"
"77136","77135","77135","77135","3.0383","3.0383","3.0383"
"77137","77136","77136","77136","3.0458","3.0458","3.0458"
"77153","77152","77152","77152","3.0561","3.0561","3.0561"
"77159","77158","77158","77158","3.0339","3.0339","3.0339"
"77160","77159","77159","77159","3.0008","3.0008","3.0008"
"77163","77162","77162","77162","3.0644","3.0644","3.0644"
"77173","77172","77172","77172","3.0583","3.0583","3.0583"
"77180","77179","77179","77179","3.0597","3.0597","3.0597"
"77182","77181","77181","77181","3.0745","3.0745","3.0745"
"77191","77190","77190","77190","3.0716","3.0716","3.0716"
"77199","77198","77198","77198","3.0536","3.0536","3.0536"
"77208","77207","77207","77207","3.0645","3.0645","3.0645"
"77214","77213","77213","77213","3.0415","3.0415","3.0415"
"77219","77218","77218","77218","3.0342","3.0342","3.0342"
"77225","77224","77224","77224","3.0503","3.0503","3.0503"
"77232","77231","77231","77231","3.0117","3.0117","3.0117"
"77244","77243","77243","77243","3.0505","3.0505","3.0505"
"77261","77260","77260","77260","3.0184","3.0184","3.0184"
"77277","77276","77276","77276","3.0475","3.0475","3.0475"
"77288","77287","77287","77287","3.0432","3.0432","3.0432"
"77290","77289","77289","77289","3.0032","3.0032","3.0032"
"77292","77291","77291","77291","3.0599","3.0599","3.0599"
"77309","77308","77308","77308","3.0463","3.0463","3.0463"
"77325","77324","77324","77324","3.0511","3.0511","3.0511"
"77330","77329","77329","77329","3.0484","3.0484","3.0484"
"77339","77338","77338","77338","3.0437","3.0437","3.0437"
"77349","77348","77348","77348","3.0394","3.0394","3.0394"
"77355","77354","77354","77354","3.0608","3.0608","3.0608"
"77360","77359","77359","77359","2.9979","2.9979","2.9979"
"77362","77361","77361","77361","3.0323","3.0323","3.0323"
"77373","77372","77372","77372","3.0263","3.0263","3.0263"
"77381","77380","77380","77380","3.0247","3.0247","3.0247"
"77384","77383","77383","77383","3.0337","3.0337","3.0337"
"77394","77393","77393","77393","3.0699","3.0699","3.0699"
"77408","77407","77407","77407","3.0806","3.0806","3.0806"
"77416","77415","77415","77415","3.0681","3.0681","3.0681"
"77432","77431","77431","77431","6.2402","6.2402","6.2402"
"77445","77444","77444","77444","7.8742","7.8742","7.8742"
"77460","77459","77459","77459","7.4512","7.4512","7.4512"
"77487","77486","77486","77486","6.603","6.603","6.603"
"77516","77515","77515","77515","6.0331","6.0331","6.0331"
"77517","77516","77516","77516","6.0249","6.0249","6.0249"
"77519","77518","77518","77518","5.957","5.957","5.957"
"77530","77529","77529","77529","5.771","5.771","5.771"
"77537","77536","77536","77536","5.5456","5.5456","5.5456"
"77551","77550","77550","77550","5.4765","5.4765","5.4765"
"77553","77552","77552","77552","5.2917","5.2917","5.2917"
"77554","77553","77553","77553","5.2251","5.2251","5.2251"
"77560","77559","77559","77559","5.3387","5.3387","5.3387"
"77563","77562","77562","77562","5.7032","5.7032","5.7032"
"77565","77564","77564","77564","5.4966","5.4966","5.4966"
"77567","77566","77566","77566","5.2999","5.2999","5.2999"
"77582","77581","77581","77581","4.6982","4.6982","4.6982"
"77586","77585","77585","77585","4.9463","4.9463","4.9463"
"77596","77595","77595","77595","4.5245","4.5245","4.5245"
"77606","77605","77605","77605","4.4196","4.4196","4.4196"
"77609","77608","77608","77608","4.3904","4.3904","4.3904"
"77636","77635","77635","77635","4.0946","4.0946","4.0946"
"77662","77661","77661","77661","3.9397","3.9397","3.9397"
"77671","77670","77670","77670","3.927","3.927","3.927"
"77674","77673","77673","77673","3.8758","3.8758","3.8758"
"77686","77685","77685","77685","3.8005","3.8005","3.8005"
"77710","77709","77709","77709","3.6269","3.6269","3.6269"
"77712","77711","77711","77711","3.6476","3.6476","3.6476"
"77753","77752","77752","77752","3.6026","3.6026","3.6026"
"77754","77753","77753","77753","3.6226","3.6226","3.6226"
"77767","77766","77766","77766","3.5222","3.5222","3.5222"
"77778","77777","77777","77777","3.452","3.452","3.452"
"77782","77781","77781","77781","3.4325","3.4325","3.4325"
"77787","77786","77786","77786","3.7731","3.7731","3.7731"
"77793","77792","77792","77792","3.6444","3.6444","3.6444"
"77844","77843","77843","77843","3.3914","3.3914","3.3914"
"77855","77854","77854","77854","3.3457","3.3457","3.3457"
"77865","77864","77864","77864","3.3316","3.3316","3.3316"
"77868","77867","77867","77867","3.3365","3.3365","3.3365"
"77872","77871","77871","77871","3.3236","3.3236","3.3236"
"77895","77894","77894","77894","3.2726","3.2726","3.2726"
"77899","77898","77898","77898","3.2961","3.2961","3.2961"
"77905","77904","77904","77904","3.2488","3.2488","3.2488"
"77910","77909","77909","77909","3.2696","3.2696","3.2696"
"77918","77917","77917","77917","3.2454","3.2454","3.2454"
"77922","77921","77921","77921","3.2717","3.2717","3.2717"
"77930","77929","77929","77929","3.5216","3.5216","3.5216"
"77949","77948","77948","77948","3.3495","3.3495","3.3495"
"77950","77949","77949","77949","3.356","3.356","3.356"
"77951","77950","77950","77950","3.3498","3.3498","3.3498"
"77971","77970","77970","77970","3.2637","3.2637","3.2637"
"77974","77973","77973","77973","3.3025","3.3025","3.3025"
"77975","77974","77974","77974","3.2454","3.2454","3.2454"
"77982","77981","77981","77981","3.2842","3.2842","3.2842"
"77993","77992","77992","77992","3.2689","3.2689","3.2689"
