"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - train/loss","MIN","MAX"
"33812","33811","33811","33811","3.1024","3.1024","3.1024"
"33830","33829","33829","33829","3.0762","3.0762","3.0762"
"33831","33830","33830","33830","3.0967","3.0967","3.0967"
"33844","33843","33843","33843","3.1002","3.1002","3.1002"
"33847","33846","33846","33846","3.1202","3.1202","3.1202"
"33849","33848","33848","33848","3.0798","3.0798","3.0798"
"33856","33855","33855","33855","3.0728","3.0728","3.0728"
"33866","33865","33865","33865","3.1075","3.1075","3.1075"
"33879","33878","33878","33878","3.1204","3.1204","3.1204"
"33881","33880","33880","33880","3.1164","3.1164","3.1164"
"33885","33884","33884","33884","3.082","3.082","3.082"
"33908","33907","33907","33907","3.1082","3.1082","3.1082"
"33910","33909","33909","33909","3.1174","3.1174","3.1174"
"33920","33919","33919","33919","3.0985","3.0985","3.0985"
"33921","33920","33920","33920","3.0984","3.0984","3.0984"
"33942","33941","33941","33941","3.0762","3.0762","3.0762"
"33956","33955","33955","33955","3.0674","3.0674","3.0674"
"33968","33967","33967","33967","3.0963","3.0963","3.0963"
"33991","33990","33990","33990","3.0797","3.0797","3.0797"
"34009","34008","34008","34008","3.1102","3.1102","3.1102"
"34021","34020","34020","34020","3.0944","3.0944","3.0944"
"34022","34021","34021","34021","3.1369","3.1369","3.1369"
"34037","34036","34036","34036","3.1031","3.1031","3.1031"
"34044","34043","34043","34043","3.1239","3.1239","3.1239"
"34047","34046","34046","34046","3.1026","3.1026","3.1026"
"34056","34055","34055","34055","3.1138","3.1138","3.1138"
"34060","34059","34059","34059","3.0744","3.0744","3.0744"
"34076","34075","34075","34075","3.0896","3.0896","3.0896"
"34091","34090","34090","34090","3.1135","3.1135","3.1135"
"34136","34135","34135","34135","3.1","3.1","3.1"
"34159","34158","34158","34158","3.0791","3.0791","3.0791"
"34174","34173","34173","34173","3.1298","3.1298","3.1298"
"34187","34186","34186","34186","3.0661","3.0661","3.0661"
"34192","34191","34191","34191","3.0987","3.0987","3.0987"
"34220","34219","34219","34219","3.0904","3.0904","3.0904"
"34221","34220","34220","34220","3.1005","3.1005","3.1005"
"34223","34222","34222","34222","3.0791","3.0791","3.0791"
"34227","34226","34226","34226","3.0927","3.0927","3.0927"
"34266","34265","34265","34265","3.103","3.103","3.103"
"34269","34268","34268","34268","3.0908","3.0908","3.0908"
"34276","34275","34275","34275","3.097","3.097","3.097"
"34287","34286","34286","34286","3.1035","3.1035","3.1035"
"34288","34287","34287","34287","3.1051","3.1051","3.1051"
"34296","34295","34295","34295","3.0966","3.0966","3.0966"
"34302","34301","34301","34301","3.0969","3.0969","3.0969"
"34303","34302","34302","34302","3.0926","3.0926","3.0926"
"34305","34304","34304","34304","3.086","3.086","3.086"
"34310","34309","34309","34309","3.1033","3.1033","3.1033"
"34319","34318","34318","34318","3.0867","3.0867","3.0867"
"34321","34320","34320","34320","3.1085","3.1085","3.1085"
"34333","34332","34332","34332","5.0284","5.0284","5.0284"
"34335","34334","34334","34334","7.3689","7.3689","7.3689"
"34378","34377","34377","34377","6.1091","6.1091","6.1091"
"34382","34381","34381","34381","6.1111","6.1111","6.1111"
"34406","34405","34405","34405","5.1632","5.1632","5.1632"
"34407","34406","34406","34406","5.1159","5.1159","5.1159"
"34426","34425","34425","34425","4.4525","4.4525","4.4525"
"34428","34427","34427","34427","4.3988","4.3988","4.3988"
"34435","34434","34434","34434","4.5953","4.5953","4.5953"
"34458","34457","34457","34457","4.0736","4.0736","4.0736"
"34459","34458","34458","34458","4.0316","4.0316","4.0316"
"34463","34462","34462","34462","4.0481","4.0481","4.0481"
"34481","34480","34480","34480","3.7244","3.7244","3.7244"
"34493","34492","34492","34492","3.6933","3.6933","3.6933"
"34520","34519","34519","34519","3.5071","3.5071","3.5071"
"34527","34526","34526","34526","3.5153","3.5153","3.5153"
"34533","34532","34532","34532","3.4787","3.4787","3.4787"
"34547","34546","34546","34546","3.4911","3.4911","3.4911"
"34552","34551","34551","34551","3.4377","3.4377","3.4377"
"34561","34560","34560","34560","3.4855","3.4855","3.4855"
"34565","34564","34564","34564","3.4328","3.4328","3.4328"
"34577","34576","34576","34576","3.3474","3.3474","3.3474"
"34610","34609","34609","34609","3.285","3.285","3.285"
"34622","34621","34621","34621","3.2658","3.2658","3.2658"
"34634","34633","34633","34633","3.2389","3.2389","3.2389"
"34635","34634","34634","34634","3.2738","3.2738","3.2738"
"34643","34642","34642","34642","3.2502","3.2502","3.2502"
"34650","34649","34649","34649","3.2091","3.2091","3.2091"
"34655","34654","34654","34654","3.2121","3.2121","3.2121"
"34668","34667","34667","34667","3.2038","3.2038","3.2038"
"34691","34690","34690","34690","3.2151","3.2151","3.2151"
"34693","34692","34692","34692","3.2073","3.2073","3.2073"
"34724","34723","34723","34723","3.1989","3.1989","3.1989"
"34740","34739","34739","34739","3.1658","3.1658","3.1658"
"34741","34740","34740","34740","3.1963","3.1963","3.1963"
"34742","34741","34741","34741","3.1686","3.1686","3.1686"
"34754","34753","34753","34753","3.1901","3.1901","3.1901"
"34763","34762","34762","34762","3.1667","3.1667","3.1667"
"34769","34768","34768","34768","3.1851","3.1851","3.1851"
"34774","34773","34773","34773","3.1585","3.1585","3.1585"
"34779","34778","34778","34778","3.1853","3.1853","3.1853"
"34780","34779","34779","34779","3.2101","3.2101","3.2101"
"34788","34787","34787","34787","3.1691","3.1691","3.1691"
"34817","34816","34816","34816","3.1767","3.1767","3.1767"
"34821","34820","34820","34820","3.1764","3.1764","3.1764"
"34845","34844","34844","34844","3.1379","3.1379","3.1379"
"34864","34863","34863","34863","3.1776","3.1776","3.1776"
"34884","34883","34883","34883","3.1712","3.1712","3.1712"
"34888","34887","34887","34887","3.1584","3.1584","3.1584"
"34899","34898","34898","34898","3.1644","3.1644","3.1644"
"34916","34915","34915","34915","3.1433","3.1433","3.1433"
"34930","34929","34929","34929","3.1398","3.1398","3.1398"
"34934","34933","34933","34933","3.1631","3.1631","3.1631"
"34956","34955","34955","34955","3.133","3.133","3.133"
"34988","34987","34987","34987","3.1235","3.1235","3.1235"
"34996","34995","34995","34995","3.1431","3.1431","3.1431"
"35012","35011","35011","35011","3.1255","3.1255","3.1255"
"35014","35013","35013","35013","3.1243","3.1243","3.1243"
"35038","35037","35037","35037","3.1106","3.1106","3.1106"
"35047","35046","35046","35046","3.1234","3.1234","3.1234"
"35050","35049","35049","35049","3.1036","3.1036","3.1036"
"35051","35050","35050","35050","3.1167","3.1167","3.1167"
"35121","35120","35120","35120","3.1185","3.1185","3.1185"
"35125","35124","35124","35124","3.129","3.129","3.129"
"35128","35127","35127","35127","3.135","3.135","3.135"
"35131","35130","35130","35130","3.1351","3.1351","3.1351"
"35146","35145","35145","35145","3.1172","3.1172","3.1172"
"35152","35151","35151","35151","3.1212","3.1212","3.1212"
"35153","35152","35152","35152","3.1287","3.1287","3.1287"
"35158","35157","35157","35157","3.1055","3.1055","3.1055"
"35189","35188","35188","35188","3.1486","3.1486","3.1486"
"35202","35201","35201","35201","3.0994","3.0994","3.0994"
"35219","35218","35218","35218","3.1208","3.1208","3.1208"
"35230","35229","35229","35229","3.1208","3.1208","3.1208"
"35233","35232","35232","35232","3.1342","3.1342","3.1342"
"35237","35236","35236","35236","3.0897","3.0897","3.0897"
"35259","35258","35258","35258","3.1273","3.1273","3.1273"
"35273","35272","35272","35272","3.1155","3.1155","3.1155"
"35276","35275","35275","35275","3.1012","3.1012","3.1012"
"35287","35286","35286","35286","3.0971","3.0971","3.0971"
"35309","35308","35308","35308","3.0802","3.0802","3.0802"
"35323","35322","35322","35322","3.1357","3.1357","3.1357"
"35329","35328","35328","35328","3.0908","3.0908","3.0908"
"35334","35333","35333","35333","3.1262","3.1262","3.1262"
"35336","35335","35335","35335","3.1231","3.1231","3.1231"
"35339","35338","35338","35338","3.1335","3.1335","3.1335"
"35373","35372","35372","35372","3.103","3.103","3.103"
"35389","35388","35388","35388","3.0998","3.0998","3.0998"
"35406","35405","35405","35405","3.1162","3.1162","3.1162"
"35417","35416","35416","35416","3.106","3.106","3.106"
"35422","35421","35421","35421","3.0912","3.0912","3.0912"
"35426","35425","35425","35425","3.1334","3.1334","3.1334"
"35427","35426","35426","35426","3.111","3.111","3.111"
"35434","35433","35433","35433","3.0861","3.0861","3.0861"
"35436","35435","35435","35435","3.1142","3.1142","3.1142"
"35444","35443","35443","35443","3.1184","3.1184","3.1184"
"35447","35446","35446","35446","3.1043","3.1043","3.1043"
"35460","35459","35459","35459","3.1196","3.1196","3.1196"
"35461","35460","35460","35460","3.1075","3.1075","3.1075"
"35471","35470","35470","35470","3.1121","3.1121","3.1121"
"35474","35473","35473","35473","3.1058","3.1058","3.1058"
"35497","35496","35496","35496","3.1026","3.1026","3.1026"
"35500","35499","35499","35499","3.1048","3.1048","3.1048"
"35518","35517","35517","35517","3.1183","3.1183","3.1183"
"35524","35523","35523","35523","3.1213","3.1213","3.1213"
"35530","35529","35529","35529","3.1078","3.1078","3.1078"
"35532","35531","35531","35531","3.1531","3.1531","3.1531"
"35538","35537","35537","35537","3.1083","3.1083","3.1083"
"35550","35549","35549","35549","3.1208","3.1208","3.1208"
"35555","35554","35554","35554","3.1061","3.1061","3.1061"
"35567","35566","35566","35566","3.1141","3.1141","3.1141"
"35571","35570","35570","35570","3.1413","3.1413","3.1413"
"35577","35576","35576","35576","3.123","3.123","3.123"
"35581","35580","35580","35580","3.072","3.072","3.072"
"35585","35584","35584","35584","3.0922","3.0922","3.0922"
"35588","35587","35587","35587","3.1015","3.1015","3.1015"
"35590","35589","35589","35589","3.1187","3.1187","3.1187"
"35591","35590","35590","35590","3.1108","3.1108","3.1108"
"35597","35596","35596","35596","3.1077","3.1077","3.1077"
"35615","35614","35614","35614","3.1077","3.1077","3.1077"
"35624","35623","35623","35623","3.0801","3.0801","3.0801"
"35637","35636","35636","35636","3.0946","3.0946","3.0946"
"35639","35638","35638","35638","3.0835","3.0835","3.0835"
"35650","35649","35649","35649","3.0928","3.0928","3.0928"
"35652","35651","35651","35651","3.1291","3.1291","3.1291"
"35653","35652","35652","35652","3.1107","3.1107","3.1107"
"35654","35653","35653","35653","3.1182","3.1182","3.1182"
"35658","35657","35657","35657","3.1194","3.1194","3.1194"
"35660","35659","35659","35659","3.0832","3.0832","3.0832"
"35662","35661","35661","35661","3.1275","3.1275","3.1275"
"35674","35673","35673","35673","3.0993","3.0993","3.0993"
"35682","35681","35681","35681","3.1093","3.1093","3.1093"
"35687","35686","35686","35686","3.11","3.11","3.11"
"35688","35687","35687","35687","3.109","3.109","3.109"
"35692","35691","35691","35691","3.1154","3.1154","3.1154"
"35696","35695","35695","35695","3.0969","3.0969","3.0969"
"35699","35698","35698","35698","3.1143","3.1143","3.1143"
"35730","35729","35729","35729","3.0711","3.0711","3.0711"
"35747","35746","35746","35746","3.0985","3.0985","3.0985"
"35764","35763","35763","35763","3.1089","3.1089","3.1089"
"35767","35766","35766","35766","3.129","3.129","3.129"
"35771","35770","35770","35770","3.1169","3.1169","3.1169"
"35773","35772","35772","35772","3.1024","3.1024","3.1024"
"35796","35795","35795","35795","3.103","3.103","3.103"
"35803","35802","35802","35802","3.1343","3.1343","3.1343"
"35808","35807","35807","35807","3.0993","3.0993","3.0993"
"35809","35808","35808","35808","3.107","3.107","3.107"
"35810","35809","35809","35809","3.0956","3.0956","3.0956"
"35819","35818","35818","35818","3.1158","3.1158","3.1158"
"35836","35835","35835","35835","3.0906","3.0906","3.0906"
"35839","35838","35838","35838","3.104","3.104","3.104"
"35868","35867","35867","35867","3.0854","3.0854","3.0854"
"35869","35868","35868","35868","3.0917","3.0917","3.0917"
"35896","35895","35895","35895","3.0927","3.0927","3.0927"
"35899","35898","35898","35898","3.092","3.092","3.092"
"35913","35912","35912","35912","3.0972","3.0972","3.0972"
"35920","35919","35919","35919","3.0949","3.0949","3.0949"
"35928","35927","35927","35927","3.1062","3.1062","3.1062"
"35931","35930","35930","35930","3.0935","3.0935","3.0935"
"35949","35948","35948","35948","3.0806","3.0806","3.0806"
"35958","35957","35957","35957","3.1143","3.1143","3.1143"
"35961","35960","35960","35960","3.1046","3.1046","3.1046"
"35981","35980","35980","35980","3.0897","3.0897","3.0897"
"35986","35985","35985","35985","3.0983","3.0983","3.0983"
"35996","35995","35995","35995","3.0806","3.0806","3.0806"
"36009","36008","36008","36008","3.0686","3.0686","3.0686"
"36022","36021","36021","36021","3.0835","3.0835","3.0835"
"36063","36062","36062","36062","3.1218","3.1218","3.1218"
"36087","36086","36086","36086","3.087","3.087","3.087"
"36088","36087","36087","36087","3.1168","3.1168","3.1168"
"36090","36089","36089","36089","3.0926","3.0926","3.0926"
"36099","36098","36098","36098","3.1006","3.1006","3.1006"
"36100","36099","36099","36099","3.0897","3.0897","3.0897"
"36117","36116","36116","36116","3.1167","3.1167","3.1167"
"36123","36122","36122","36122","3.0832","3.0832","3.0832"
"36127","36126","36126","36126","3.0848","3.0848","3.0848"
"36128","36127","36127","36127","3.1188","3.1188","3.1188"
"36133","36132","36132","36132","3.1047","3.1047","3.1047"
"36149","36148","36148","36148","3.1247","3.1247","3.1247"
"36169","36168","36168","36168","3.0479","3.0479","3.0479"
"36187","36186","36186","36186","3.13","3.13","3.13"
"36196","36195","36195","36195","3.0985","3.0985","3.0985"
"36202","36201","36201","36201","3.0932","3.0932","3.0932"
"36213","36212","36212","36212","3.0947","3.0947","3.0947"
"36223","36222","36222","36222","3.1134","3.1134","3.1134"
"36243","36242","36242","36242","3.107","3.107","3.107"
"36254","36253","36253","36253","3.1013","3.1013","3.1013"
"36265","36264","36264","36264","3.0935","3.0935","3.0935"
"36277","36276","36276","36276","3.0968","3.0968","3.0968"
"36310","36309","36309","36309","3.0955","3.0955","3.0955"
"36327","36326","36326","36326","3.0981","3.0981","3.0981"
"36337","36336","36336","36336","3.1066","3.1066","3.1066"
"36345","36344","36344","36344","3.0986","3.0986","3.0986"
"36359","36358","36358","36358","3.0837","3.0837","3.0837"
"36383","36382","36382","36382","3.1167","3.1167","3.1167"
"36384","36383","36383","36383","3.0716","3.0716","3.0716"
"36385","36384","36384","36384","3.097","3.097","3.097"
"36389","36388","36388","36388","3.0926","3.0926","3.0926"
"36398","36397","36397","36397","3.1095","3.1095","3.1095"
"36399","36398","36398","36398","3.1113","3.1113","3.1113"
"36409","36408","36408","36408","3.107","3.107","3.107"
"36413","36412","36412","36412","3.125","3.125","3.125"
"36425","36424","36424","36424","3.1058","3.1058","3.1058"
"36428","36427","36427","36427","3.0891","3.0891","3.0891"
"36460","36459","36459","36459","3.0929","3.0929","3.0929"
"36465","36464","36464","36464","3.1135","3.1135","3.1135"
"36466","36465","36465","36465","3.0929","3.0929","3.0929"
"36471","36470","36470","36470","3.1072","3.1072","3.1072"
"36511","36510","36510","36510","3.1122","3.1122","3.1122"
"36550","36549","36549","36549","3.1009","3.1009","3.1009"
"36551","36550","36550","36550","3.1027","3.1027","3.1027"
"36564","36563","36563","36563","3.0869","3.0869","3.0869"
"36574","36573","36573","36573","3.096","3.096","3.096"
"36585","36584","36584","36584","3.0974","3.0974","3.0974"
"36590","36589","36589","36589","3.0756","3.0756","3.0756"
"36597","36596","36596","36596","3.0971","3.0971","3.0971"
"36612","36611","36611","36611","3.1161","3.1161","3.1161"
"36641","36640","36640","36640","3.1017","3.1017","3.1017"
"36652","36651","36651","36651","3.1118","3.1118","3.1118"
"36654","36653","36653","36653","3.0813","3.0813","3.0813"
"36671","36670","36670","36670","3.0914","3.0914","3.0914"
"36680","36679","36679","36679","3.1077","3.1077","3.1077"
"36684","36683","36683","36683","3.0896","3.0896","3.0896"
"36702","36701","36701","36701","3.12","3.12","3.12"
"36705","36704","36704","36704","3.1111","3.1111","3.1111"
"36707","36706","36706","36706","3.1087","3.1087","3.1087"
"36743","36742","36742","36742","3.0753","3.0753","3.0753"
"36761","36760","36760","36760","3.0914","3.0914","3.0914"
"36767","36766","36766","36766","3.102","3.102","3.102"
"36777","36776","36776","36776","3.0805","3.0805","3.0805"
"36796","36795","36795","36795","3.0761","3.0761","3.0761"
"36797","36796","36796","36796","3.0912","3.0912","3.0912"
"36799","36798","36798","36798","3.0974","3.0974","3.0974"
"36801","36800","36800","36800","3.0955","3.0955","3.0955"
"36807","36806","36806","36806","3.1022","3.1022","3.1022"
"36820","36819","36819","36819","3.0981","3.0981","3.0981"
"36832","36831","36831","36831","3.0924","3.0924","3.0924"
